Date,Open,High,Low,Close,Volume
2024-02-21,18784.35,18863.31,18772.01,18834.86,5646115697
2024-02-22,18834.86,18962.51,18047.23,18126.03,9207644317
2024-02-23,18126.03,18987.41,18037.59,18632.06,9127993812
2024-02-26,18632.06,19045.76,18475.47,18926.52,9478010994
2024-02-27,18926.52,18956.91,18867.7,18885.27,5273356081
2024-02-28,18885.27,19857.29,18858.01,19735.28,8816389559
2024-02-29,19735.28,21724.58,19013.04,20935.04,10490821255
2024-03-01,20935.04,22498.56,20340.21,22203.41,7535519742
2024-03-04,22203.41,22273.81,22180.7,22211.46,3717493249
2024-03-05,22211.46,22733.14,20673.49,21047.5,13169588246
2024-03-06,21047.5,21220.99,20759.29,20801.6,6687405762
2024-03-07,20801.6,21205.93,20699.53,21031.79,7259074565
2024-03-08,21031.79,21321.24,20370.75,20663.4,8523276983
2024-03-11,20663.4,21388.51,19389.22,19479.64,7194102101
2024-03-12,19479.64,19851.18,18778.5,18951.42,10479365474
2024-03-13,18951.42,21020.99,18711.14,20243.66,10154812695
2024-03-14,20243.66,20258.3,20098.63,20125.88,4184195289
2024-03-15,20125.88,20756.37,20104.85,20595.32,9801846129
2024-03-18,20595.32,23416.6,20268.53,22299.51,10503472586
2024-03-19,22299.51,22902.62,21052.95,21367.21,7909478199
2024-03-20,21367.21,22156.64,21169.04,21785.65,11428364191
2024-03-21,21785.65,21840.06,21404.52,21481.32,5531980945
2024-03-22,21481.32,21636.28,20875.99,21118.62,8878213973
2024-03-25,21118.62,21285.88,19906.82,19922.96,10450482051
2024-03-26,19922.96,20182.49,19442.37,19481.24,14199930918
2024-03-27,19481.24,19630.23,19364.45,19565.17,6246248557
2024-03-28,19565.17,19919.8,19443.76,19765.62,5484920149
2024-03-29,19765.62,20843.15,19713.13,20420.63,11974388639
2024-04-01,20420.63,21057.03,18794.91,19193.21,8580711620
2024-04-02,19193.21,19233.52,18186.93,18583.97,7681217716
2024-04-03,18583.97,20755.77,18281.98,19994.12,12004420500
2024-04-04,19994.12,20165.88,19948.05,20097.62,5197044564
2024-04-05,20097.62,20727.03,18398.42,18657.05,9216718730
2024-04-08,18657.05,18761.98,18454.82,18494.92,4260258767
2024-04-09,18494.92,18872.87,16735.07,17262.98,11309474379
2024-04-10,17262.98,17600.93,17259.89,17561.06,7914088528
2024-04-11,17561.06,17678.47,17364.22,17440.92,4417371751
2024-04-12,17440.92,17680.83,17285.53,17589.76,4356213391
2024-04-15,17589.76,18164.43,17269.34,18113.31,11131889293
2024-04-16,18113.31,19504.13,17538.41,18980.73,8714162002
2024-04-17,18980.73,19508.75,18917.37,19450.08,4972833316
2024-04-18,19450.08,19920.46,19289.33,19756.26,9781762179
2024-04-19,19756.26,20059.49,18589.32,18934.94,12961839506
2024-04-22,18934.94,19227.37,18877.8,19113.6,5821844142
2024-04-23,19113.6,19360.79,18028.68,18204.32,5945269150
2024-04-24,18204.32,18512.6,17661.71,17865.18,5766173782
2024-04-25,17865.18,18266.08,16637.65,16931.98,6507377628
2024-04-26,16931.98,18189.59,16771.2,17783.18,13073540962
2024-04-29,17783.18,17894.05,17307.44,17517.15,6594055206
2024-04-30,17517.15,17887.31,17348.26,17746.51,5567714099
2024-05-01,17746.51,17781.13,17604.56,17627.32,4637265318
2024-05-02,17627.32,17704.44,17493.27,17512.77,5396786569
2024-05-03,17512.77,17622.89,16691.31,16932.12,10621624415
2024-05-06,16932.12,17005.03,16811.45,16849.57,5672470662
2024-05-07,16849.57,16939.82,16683.53,16710.69,5589216536
2024-05-08,16710.69,16750.22,16294.21,16437.95,7832676709
2024-05-09,16437.95,16488.68,16331.66,16394.22,5798208974
2024-05-10,16394.22,16459.44,16313.93,16379.43,4338826766
2024-05-13,16379.43,16431.79,16139.28,16246.51,6372172548
2024-05-14,16246.51,16517.16,14992.61,15203.67,11538184562
2024-05-15,15203.67,16411.76,14962.94,15976.46,7770222472
2024-05-16,15976.46,15994.4,15173.15,15473.88,7464123909
2024-05-17,15473.88,16022.64,14099.31,14464.34,9774129698
2024-05-20,14464.34,14958.42,14199.13,14955.22,11956940923
2024-05-21,14955.22,15035.65,14236.36,14499.92,7117462279
2024-05-22,14499.92,14625.15,14475.42,14542.54,5790450108
2024-05-23,14542.54,14590.0,14526.89,14541.92,8042371447
2024-05-24,14541.92,15567.87,14233.18,15214.59,20609791912
2024-05-27,15214.59,15352.35,14145.94,14477.98,9874462733
2024-05-28,14477.98,14514.74,14247.62,14364.68,4450989140
2024-05-29,14364.68,14469.82,14135.62,14228.29,8474152023
2024-05-30,14228.29,14230.93,13931.36,14031.46,6592678766
2024-05-31,14031.46,14635.82,13687.39,14625.67,11587564528
2024-06-03,14625.67,14899.67,14540.9,14836.03,6674104121
2024-06-04,14836.03,16339.15,14341.34,15861.96,10472785949
2024-06-05,15861.96,15977.37,15419.03,15513.17,7938845444
2024-06-06,15513.17,17136.34,14758.02,16684.14,7852854295
2024-06-07,16684.14,17181.77,16522.04,17011.07,6726941962
2024-06-10,17011.07,17741.58,16911.37,17642.39,9566722986
2024-06-11,17735.56,19181.67,17600.27,18973.78,6957755026
2024-06-12,18973.78,19135.17,18966.71,19111.5,5152638753
2024-06-13,19111.5,19522.8,17086.75,17805.81,8125373802
2024-06-14,17805.81,17834.97,16958.49,17179.98,9512770411
2024-06-17,17179.98,17484.94,17066.64,17434.97,5535190815
2024-06-18,17434.97,17442.91,17364.82,17420.93,5452540390
2024-06-19,17420.93,17450.68,17301.68,17341.3,4273172055
2024-06-20,17341.3,17810.97,17059.67,17763.26,8455912984
2024-06-21,17763.26,17828.63,17649.92,17688.13,3480024470
2024-06-24,17688.13,18976.49,17109.71,18525.42,8610515019
2024-06-25,18525.42,18623.1,18045.2,18244.81,11053911207
2024-06-26,18244.81,18919.3,16596.64,16621.75,13091656988
2024-06-27,16621.75,16720.13,16403.84,16467.3,4594365603
2024-06-28,16467.3,16511.18,16318.98,16354.37,4149143349
2024-07-01,16354.37,16462.95,15998.06,16114.77,6102675686
2024-07-02,16114.77,16203.49,16062.09,16189.47,3914765469
2024-07-03,16189.47,16190.38,16066.2,16101.77,3720331743
2024-07-04,16101.77,16682.07,16057.44,16489.07,9494882915
2024-07-05,16489.07,16582.59,16416.88,16581.12,5477697036
2024-07-08,16581.12,16613.86,16190.07,16195.87,9696033120
2024-07-09,16195.87,16558.3,16097.22,16445.72,7559827184
2024-07-10,16445.72,17002.0,16258.14,16958.75,9848195315
2024-07-11,16958.75,17267.99,16835.22,17168.89,5180313887
2024-07-12,17168.89,17417.21,15897.77,16385.66,10044383148
2024-07-15,16385.66,16448.53,16074.24,16130.38,7033601673
2024-07-16,16130.38,16837.25,15711.54,16798.52,11330192107
2024-07-17,16798.52,17385.47,15243.45,15684.57,8077011012
2024-07-18,15684.57,15946.54,15540.54,15876.45,4889701620
2024-07-19,15876.45,16009.43,14988.44,15172.07,8758517575
2024-07-22,15172.07,15529.16,14195.24,14336.58,10946824883
2024-07-23,14336.58,14585.82,13800.72,13976.1,8999308757
2024-07-24,13976.1,14114.29,13696.81,13809.33,7791529914
2024-07-25,13809.33,13853.78,13414.56,13466.06,10923775779
2024-07-26,13466.06,13789.09,13274.03,13763.34,12927087565
2024-07-29,13763.34,13852.81,13721.75,13807.83,5334418043
2024-07-30,13807.83,14419.85,13641.97,14327.82,9229949084
2024-07-31,14327.82,14437.82,13677.99,13953.82,10922928847
2024-08-01,13953.82,14860.64,13621.79,14508.68,6266888601
2024-08-02,14508.68,14573.01,14091.09,14260.36,9917573814
2024-08-05,14260.36,14915.14,14144.26,14760.05,5028536496
2024-08-06,14752.67,15709.53,14472.04,15332.94,8069140191
2024-08-07,15332.94,15333.53,15222.95,15231.77,3840994606
2024-08-08,15231.77,15281.58,14456.34,14579.88,5905836989
2024-08-09,14579.88,14583.5,14201.0,14312.23,6162380451
2024-08-12,14312.23,14839.34,14290.22,14664.35,8247365585
2024-08-13,14664.35,15749.08,14173.08,15414.48,5600902942
2024-08-14,15414.48,15713.91,14600.53,14875.91,5991797745
2024-08-15,14875.91,15577.95,14590.81,15348.94,8199578494
2024-08-16,15348.94,15508.14,15231.86,15502.83,7902623350
2024-08-19,15502.83,15595.65,15473.92,15520.16,3486082522
2024-08-20,15520.16,16764.59,14870.27,16490.4,8969566227
2024-08-21,16490.4,17079.94,16337.65,16844.7,6130536521
2024-08-22,16844.7,16857.46,16168.1,16423.66,12967954267
2024-08-23,16423.66,17710.1,15853.75,17282.46,13518077437
2024-08-26,17282.46,17392.11,17228.57,17355.59,7789443332
2024-08-27,17355.59,17520.45,17328.17,17448.7,3456311253
2024-08-28,17448.7,17593.75,16501.01,16638.53,11366596599
2024-08-29,16638.53,16866.36,16198.84,16309.45,7924995441
2024-08-30,16309.45,16472.22,15590.13,15850.19,11925836929
2024-09-02,15850.19,16097.63,15716.98,16073.9,5171499595
2024-09-03,16073.9,16985.16,15894.02,16932.34,12725308593
2024-09-04,16932.34,17121.47,16832.89,17055.19,4080189907
2024-09-05,17055.19,17560.23,16027.67,16243.02,7954421634
2024-09-06,16243.02,16772.74,16036.05,16551.02,8977030465
2024-09-09,16551.02,16770.18,15740.68,15939.52,9498440998
2024-09-10,15939.52,16061.57,15792.61,15796.77,5481088148
2024-09-11,15796.77,15989.74,15231.26,15377.68,8364250264
2024-09-12,15377.68,15723.73,15279.53,15710.06,7343439876
2024-09-13,15710.06,15945.47,15116.84,15377.95,6768427291
2024-09-16,15377.95,15466.53,14798.21,14911.91,8081439397
2024-09-17,14911.91,14977.5,14503.73,14661.09,9071640114
2024-09-18,14661.09,16286.72,14333.07,16067.56,6956056612
2024-09-19,16067.56,16432.36,15272.55,15450.99,12184526090
2024-09-20,15450.99,15483.55,14598.06,14812.15,8843054725
2024-09-23,14812.15,14857.35,14675.16,14766.09,4065530309
2024-09-24,14766.09,15029.49,14711.08,15006.49,8652636012
2024-09-25,15006.49,15058.54,14267.92,14576.17,8863075378
2024-09-26,14576.17,14800.24,13301.8,13686.65,11719987637
2024-09-27,13686.65,13932.4,12383.6,12853.9,11975286713
2024-09-30,12853.9,13033.92,12555.69,12586.66,7055175721
2024-10-01,12544.51,12584.62,12400.64,12475.98,5635406564
2024-10-02,12475.98,12551.91,11790.72,11904.31,9878756523
2024-10-03,11904.31,12497.1,11720.14,12284.13,10521777451
2024-10-04,12284.13,12878.27,12212.63,12637.83,6636579280
2024-10-07,12637.83,12691.12,11681.95,11961.99,10895522253
2024-10-08,11961.99,12154.79,10460.5,10896.55,8021370273
2024-10-09,10896.55,11086.99,10803.51,11065.92,7939631909
2024-10-10,11065.92,11187.69,10399.15,10601.64,8372559805
2024-10-11,10601.64,11153.8,10541.88,11005.3,9897919169
2024-10-14,11005.3,11271.24,9914.93,10249.61,13683653601
2024-10-15,10249.61,10822.55,9980.98,10674.58,13911798625
2024-10-16,10674.58,10707.78,10639.21,10648.8,5820568569
2024-10-17,10648.8,11482.73,10569.56,11423.8,7531272305
2024-10-18,11423.8,12488.12,11342.87,12117.68,13128484740
2024-10-21,12117.68,12882.03,12018.53,12745.98,6666169979
2024-10-22,12745.98,12755.25,11016.26,11494.12,7275026625
2024-10-23,11494.12,11592.35,11019.66,11055.33,9535503854
2024-10-24,11055.33,11158.41,10779.2,10861.24,8875984707
2024-10-25,10861.24,10986.62,10697.61,10709.2,6683261681
2024-10-28,10709.2,11080.19,10594.03,10976.01,6658668299
2024-10-29,10976.01,11259.35,10912.2,11143.8,8824781780
2024-10-30,11143.8,11399.92,11008.52,11333.19,10580974006
2024-10-31,11333.19,13547.86,11306.94,12683.24,9976167278
2024-11-01,12683.24,13547.42,11003.98,11300.6,13265778280
2024-11-04,11300.6,12099.38,11244.85,11917.9,21888374414
2024-11-05,11917.9,11945.46,11844.46,11861.07,5268928603
2024-11-06,11861.07,11944.82,11804.48,11885.1,4479117157
2024-11-07,11885.1,11941.76,11595.93,11605.93,8933483187
2024-11-08,11605.93,12948.0,11240.15,12553.3,12179970162
2024-11-11,12553.3,13896.5,12368.44,13595.59,9764271795
2024-11-12,13595.59,13732.2,13227.09,13306.31,10183115390
2024-11-13,13306.31,13606.66,13261.03,13557.33,8345105945
2024-11-14,13557.33,13639.95,12983.23,13086.53,6891733575
2024-11-15,13086.53,13689.3,12900.04,13568.75,5152123119
2024-11-18,13568.75,13622.01,13243.86,13401.57,4417303092
2024-11-19,13401.57,13820.58,12126.38,12522.49,7199982466
2024-11-20,12522.49,12925.43,11622.04,11822.85,11745554515
2024-11-21,11822.85,11835.39,11190.08,11418.98,7158097800
2024-11-22,11418.98,11456.78,11336.06,11352.27,4636734837
2024-11-25,11352.27,11440.89,11125.73,11215.22,6823010856
2024-11-26,11215.22,11431.97,10833.28,10949.11,7837498348
2024-11-27,11099.67,11113.03,10961.36,10980.5,4399965947
2024-11-28,10980.5,10988.5,9961.79,10213.37,6107033491
2024-11-29,10213.37,10302.65,10093.76,10110.62,7118256977
2024-12-02,10110.62,10997.2,10081.13,10683.72,10794580838
2024-12-03,10683.72,10818.27,10438.38,10444.79,7941881721
2024-12-04,10444.79,10615.17,10394.09,10548.04,7326495628
2024-12-05,10548.04,10955.51,10489.33,10829.48,12115845247
2024-12-06,10829.48,11678.39,10824.06,11369.29,6042174107
2024-12-09,11369.29,11954.07,11193.81,11726.98,8542579499
2024-12-10,11726.98,12107.32,10743.31,10907.44,6034121806
2024-12-11,10907.44,11090.36,10259.89,10476.98,7345720641
2024-12-12,10476.98,10522.01,10259.21,10349.58,4760453413
2024-12-13,10349.58,10473.1,9802.05,9831.82,10628799196
2024-12-16,9831.82,9906.79,9593.26,9661.04,5438322910
2024-12-17,9378.46,9645.25,9285.16,9543.19,12007863262
2024-12-18,9543.19,9554.03,9446.7,9459.01,4901576402
2024-12-19,9459.01,9583.4,8965.27,9114.34,6883492452
2024-12-20,9114.34,9385.58,8988.65,9318.39,10227881012
2024-12-23,9318.39,9865.8,9189.1,9805.12,9339745264
2024-12-24,9805.12,9911.14,9719.31,9877.29,3689460131
2024-12-25,9877.29,9888.34,9864.32,9878.34,3716050670
2024-12-26,9878.34,10652.94,9736.99,10583.34,6250390172
2024-12-27,10583.34,10883.26,10495.45,10785.67,13324406449
2024-12-30,10785.67,11881.52,10737.21,11451.35,8644431335
2024-12-31,11451.35,12263.83,11082.52,12005.17,9707139929
2025-01-01,12005.17,12187.64,11951.24,12155.37,6637418496
2025-01-02,12155.37,12211.09,11742.22,11912.34,8554985553
2025-01-03,11912.34,11942.13,11248.84,11460.8,6504325408
2025-01-06,11415.12,11804.34,11277.7,11628.54,9354529793
2025-01-07,11628.54,12277.85,11568.55,12067.5,9099681003
2025-01-08,12127.25,12214.83,11435.28,11647.96,10811533044
2025-01-09,11647.96,11730.32,11293.49,11453.31,7615075035
2025-01-10,11453.31,11627.94,11365.7,11605.21,8447391257
2025-01-13,11605.21,11620.94,11434.82,11477.58,6574363988
2025-01-14,11477.58,11944.24,11439.6,11735.61,6550537962
2025-01-15,11735.61,11822.82,10898.04,11059.75,10129147210
2025-01-16,11059.75,11377.58,10943.1,11342.2,8599060395
2025-01-17,11342.2,11422.88,11081.59,11163.49,8028243459
2025-01-20,11163.49,11364.84,10698.6,10811.85,7386151721
2025-01-21,10811.85,10868.1,10808.39,10833.75,5486284270
2025-01-22,10833.75,11656.98,10506.42,11381.75,9086895083
2025-01-23,11381.75,11852.43,11341.74,11706.56,9767542439
2025-01-24,11706.56,12006.93,11152.36,11200.16,9588348200
2025-01-27,11200.16,11279.84,10764.18,10823.36,9867053693
2025-01-28,10823.36,11330.41,10567.91,11305.05,9614844114
2025-01-29,11305.05,11908.96,11080.63,11671.32,9200083668
2025-01-30,11671.32,11835.48,11115.66,11218.64,9548167261
2025-01-31,11218.64,12178.96,11212.0,11819.54,13785928105
2025-02-03,11819.54,11892.43,11766.58,11791.46,9514582689
2025-02-04,11791.46,12650.04,11514.42,12399.0,9717622929
2025-02-05,12399.0,12576.7,12350.81,12521.08,4194770477
2025-02-06,12521.08,13043.05,12260.02,13012.98,6641128583
2025-02-07,13012.98,13736.85,12768.81,13496.9,7325872257
2025-02-10,13496.9,13626.08,13182.51,13273.74,9566428288
2025-02-11,13273.74,13556.98,13143.15,13484.97,8547506505
2025-02-12,13484.97,13540.57,13348.32,13405.46,3704703439
2025-02-13,13405.46,13553.16,13040.33,13187.49,7291128294
2025-02-14,13366.37,14597.14,13116.56,14377.31,10025615045
2025-02-17,14377.31,14391.96,12500.81,12703.29,13836406543
2025-02-18,12703.29,13046.19,12617.75,12954.34,9850045082
2025-02-19,12954.34,14207.49,12578.2,13981.31,11100133796
2025-02-20,13981.31,14054.18,13534.29,13606.95,8396882995
2025-02-21,13606.95,13642.39,13202.18,13205.03,8157550559
2025-02-24,13205.03,13283.81,13004.59,13095.61,5086815204
2025-02-25,13095.61,13360.18,12321.27,12521.28,6634948010
2025-02-26,12521.28,12701.12,12155.57,12288.61,8319139119
2025-02-27,12288.61,12473.23,12132.88,12443.85,5944292019
2025-02-28,12443.85,12860.34,11598.32,11735.53,10916246052
2025-03-03,11735.53,12139.07,11553.53,12053.61,12394517082
2025-03-04,12053.61,12288.91,11935.72,12244.39,8521534632
2025-03-05,12244.39,13556.87,12161.23,13086.95,7819082196
2025-03-06,13086.95,13131.04,12796.44,12894.84,6624662961
2025-03-07,12894.84,13488.18,12783.91,13429.41,5828186369
2025-03-10,13429.41,13669.06,12791.7,12971.46,9767400500
2025-03-11,12971.46,14084.87,12548.99,13675.6,10214617851
2025-03-12,13675.6,14266.61,13368.24,14210.17,5527265640
2025-03-13,14210.17,14729.5,13971.8,14596.41,8477757060
2025-03-14,14596.41,15956.24,14514.92,15457.84,12746614855
2025-03-17,15457.84,15711.85,14949.56,15111.1,6982216137
2025-03-18,15111.1,16092.76,15019.78,15758.17,7185770312
2025-03-19,15758.17,16954.8,15667.84,16478.49,11449068412
2025-03-20,16478.49,17620.42,16455.73,17178.75,10471090849
2025-03-21,17178.75,17293.68,16460.74,16641.32,7926764498
2025-03-24,16641.32,16869.21,15959.15,15999.27,8062947165
2025-03-25,15999.27,16016.3,15981.33,16006.68,4445147984
2025-03-26,16006.68,16110.44,15430.76,15440.4,6771838980
2025-03-27,15440.4,15743.11,15406.37,15692.68,6643801378
2025-03-28,15692.68,15899.71,15332.08,15455.93,10424065319
2025-03-31,15455.93,15748.51,15335.1,15674.19,5951413230
2025-04-01,15674.19,15809.06,15373.04,15533.08,4968734265
2025-04-02,15533.08,15596.22,15351.64,15434.02,4070049419
2025-04-03,15434.02,16529.74,14995.91,16431.97,5662857223
2025-04-04,16431.97,17569.79,16232.9,17350.5,12694605373
2025-04-07,17350.5,17937.04,17194.04,17735.78,11486842324
2025-04-08,17735.78,18042.59,17735.41,18005.08,10342071654
2025-04-09,18005.08,18207.88,16518.33,17005.15,10297303608
2025-04-10,17005.15,17084.54,16755.41,16874.66,5368486874
2025-04-11,16874.66,16999.26,15530.96,15919.56,9761203037
2025-04-14,15919.56,16289.7,15162.76,15304.5,10103957956
2025-04-15,15304.5,15531.28,14144.03,14525.2,4913377497
2025-04-16,14525.2,14921.23,13469.65,13862.14,10678944056
2025-04-17,13862.14,14093.02,13170.03,13328.75,6282510079
2025-04-18,13328.75,13550.03,12120.48,12185.73,8771877540
2025-04-21,12476.04,12511.02,12470.52,12483.64,3708773053
2025-04-22,12483.64,12992.82,11158.98,11438.92,9257427344
2025-04-23,11438.92,11527.97,11076.51,11128.4,10922257590
2025-04-24,11128.4,11263.84,10885.23,10966.32,12577740673
2025-04-25,10966.32,11316.87,10752.36,11297.59,18553402335
2025-04-28,11297.59,11607.16,10583.05,10649.67,23626475953
2025-04-29,10649.67,11382.37,10567.58,11105.49,13544549625
2025-04-30,11105.49,11324.16,11042.0,11285.26,12516917472
2025-05-01,11285.26,11506.54,10610.42,10874.62,11322586508
2025-05-02,10874.62,11153.88,10813.84,11087.41,9519286263
2025-05-05,11087.41,11687.43,11007.22,11464.93,8972033278
2025-05-06,11524.97,11677.01,10851.83,11058.42,8783850831
2025-05-07,11058.42,12123.71,10811.39,11951.12,7847208735
2025-05-08,11951.12,11996.64,11892.31,11906.3,3990032351
2025-05-09,11906.3,11908.43,11877.15,11891.31,5398910819
2025-05-12,11891.31,12421.59,10570.67,10867.94,7440743057
2025-05-13,10867.94,11011.75,10826.18,10949.35,4094351734
2025-05-14,10949.35,10954.99,10927.56,10947.38,5755277544
2025-05-15,10947.38,11080.85,10443.4,10449.64,11908763586
2025-05-16,10279.79,10459.43,9883.24,9949.21,12052398355
2025-05-19,9949.21,10073.74,9712.31,9771.23,7260215599
2025-05-20,9771.23,10030.75,9012.35,9131.2,5342702241
2025-05-21,9131.2,9366.24,9106.98,9316.99,12639432808
2025-05-22,9316.99,9602.82,8402.77,8685.07,12594364555
2025-05-23,8685.07,8699.7,8558.33,8613.83,5563580559
2025-05-26,8613.83,9011.56,7520.05,7881.93,8648223308
2025-05-27,7881.93,7905.49,7839.88,7851.47,3391109519
2025-05-28,7851.47,8363.39,7776.85,8263.53,9774488356
2025-05-29,8263.53,8493.53,7207.58,7572.93,7443056506
2025-05-30,7572.93,7825.48,7496.56,7769.18,10554098616
2025-06-02,7769.18,7867.91,7768.92,7833.17,6437630648
2025-06-03,7833.17,8325.5,7639.09,8296.05,9044200157
2025-06-04,8296.05,8559.25,8178.94,8512.77,8414372182
2025-06-05,8512.77,8530.12,8278.49,8328.98,7521208125
2025-06-06,8328.98,8422.17,8090.47,8193.24,10289334053
2025-06-09,8193.24,8419.6,8159.94,8359.6,7804568829
2025-06-10,8359.6,8608.71,8332.79,8515.11,6676336408
2025-06-11,8515.11,8538.75,8423.15,8456.94,5290422431
2025-06-12,8456.94,8529.28,8276.97,8293.04,14984355406
2025-06-13,8293.04,8419.66,8271.03,8402.72,9081852416
2025-06-16,8402.72,8403.17,8060.94,8168.12,13009491942
2025-06-17,8168.12,8262.24,7988.2,8001.1,6626969931
2025-06-18,8001.1,8029.65,7778.57,7855.89,9324671453
2025-06-19,7855.89,8298.77,7818.81,8149.11,8046491440
2025-06-20,8149.11,8964.71,8062.31,8638.93,10271140135
2025-06-23,8638.93,8848.76,8144.99,8161.69,8744929602
2025-06-24,8161.69,8353.48,8158.38,8311.62,11826794735
2025-06-25,8311.62,8327.18,8270.94,8272.67,3856354741
2025-06-26,8272.67,8453.53,7898.29,8018.37,8387023458
2025-06-27,8018.37,8055.37,7800.94,7871.99,10207340396
2025-06-30,7871.99,8543.48,7620.76,8284.41,7051379584
2025-07-01,8284.41,9543.79,8065.51,9157.77,7615878629
2025-07-02,9157.77,9521.03,9139.42,9401.08,8900508820
2025-07-03,9401.08,9414.61,9369.85,9392.41,3708498371
2025-07-04,9392.41,9441.12,9247.02,9300.39,6581724869
2025-07-07,9300.39,9345.17,9010.17,9116.88,9705816252
2025-07-08,9116.88,9434.13,9099.63,9315.2,7718049122
2025-07-09,9315.2,9418.36,9136.97,9152.21,10820378924
2025-07-10,9152.21,9346.37,9015.25,9339.12,15757619502
2025-07-11,9339.12,9353.32,9185.58,9227.94,10925592296
2025-07-14,9227.94,10150.35,9057.8,9764.53,11917404522
2025-07-15,9764.53,9942.89,9207.26,9433.71,7874351633
2025-07-16,9433.71,9656.09,9001.9,9114.88,8822077190
2025-07-17,9114.88,9460.4,9042.88,9342.47,12187384760
2025-07-18,9183.33,9419.61,9160.75,9342.57,8065845724
2025-07-21,9342.57,9654.68,9157.21,9647.09,8803537213
2025-07-22,9647.09,9766.18,8512.59,8874.25,9026609509
2025-07-23,8874.25,9112.3,8190.43,8195.59,8451125648
2025-07-24,8195.59,8501.42,7289.48,7548.37,10431814489
2025-07-25,7548.37,7826.74,7517.09,7792.0,8394590134
2025-07-28,7792.0,7999.41,7747.51,7964.33,7884117015
2025-07-29,7964.33,8910.89,7702.87,8667.16,9786322947
2025-07-30,8667.16,8967.33,8605.81,8890.91,6922363527
2025-07-31,8890.91,8966.24,8586.67,8725.56,13475207606
2025-08-01,8725.56,8796.6,8684.3,8755.69,5739021403
2025-08-04,8755.69,9627.55,8327.41,9483.59,9665515917
2025-08-05,9483.59,9538.91,8950.19,9091.76,8818375698
2025-08-06,9091.76,9338.41,9038.23,9227.63,5301262297
2025-08-07,9227.63,9809.15,7848.63,8262.47,7259830672
2025-08-08,8262.47,8904.58,8168.11,8815.96,9159953707
2025-08-11,8815.96,8875.64,8785.17,8843.6,5191093611
2025-08-12,8843.6,9726.31,8802.1,9569.86,9812546428
2025-08-13,9569.86,9950.91,9474.48,9916.44,10622319168
2025-08-14,9916.44,10020.4,9275.53,9529.76,9546193892
2025-08-15,9529.76,9600.0,9514.59,9552.73,5170400784
2025-08-18,9552.73,9618.93,8846.39,9084.41,6166782465
2025-08-19,9084.41,9538.34,8214.53,8409.46,8064942833
2025-08-20,8409.46,8442.55,8345.75,8350.76,4822692598
2025-08-21,8350.76,8564.94,8306.88,8495.68,8370587554
2025-08-22,8495.68,8514.38,8456.89,8479.25,6086095829
2025-08-25,8479.25,9133.77,8239.18,8887.11,9644122810
2025-08-26,8887.11,8987.77,8865.41,8956.37,4743098041
2025-08-27,8956.37,9050.99,8560.69,8711.81,7002282883
2025-08-28,8711.81,8753.02,8566.31,8620.12,8119302651
2025-08-29,8620.12,8638.9,8395.46,8493.44,8239236473
2025-09-01,8493.44,8530.13,8345.0,8349.18,9559403412
2025-09-02,8349.18,8837.52,8287.78,8645.15,10043983795
